ANYO;COD_PROV;NOM_PROV;COD_MUN;NOM_MUN;COD_CAUSA;DESC_CAUSA;COD_GENERO;DESC_GENERO;RANGO_EDAD;NUM_FALLECIDOS
2016;03;ALICANTE;009;ALCOY;21;TUMOR MALIGNO DE PANCREAS;M;MUJER;65 - 69;1
2016;03;ALICANTE;009;ALCOY;21;TUMOR MALIGNO DE PANCREAS;M;MUJER;75 - 79;2
2016;03;ALICANTE;009;ALCOY;21;TUMOR MALIGNO DE PANCREAS;M;MUJER;80 - 84;1
2016;03;ALICANTE;009;ALCOY;22;TUMOR MALIGNO DE LARINGE;H;HOMBRE;55 - 59 ;1
2016;03;ALICANTE;009;ALCOY;22;TUMOR MALIGNO DE LARINGE;H;HOMBRE;60 - 64;2
2016;03;ALICANTE;009;ALCOY;22;TUMOR MALIGNO DE LARINGE;H;HOMBRE;70 - 74;1
2016;03;ALICANTE;009;ALCOY;22;TUMOR MALIGNO DE LARINGE;H;HOMBRE;75 - 79;1
2016;03;ALICANTE;009;ALCOY;23;TUMOR MALIGNO DE LA TRAQUEA,BRONQUIOS Y PULMON;H;HOMBRE;> 84;1
2016;03;ALICANTE;009;ALCOY;23;TUMOR MALIGNO DE LA TRAQUEA,BRONQUIOS Y PULMON;H;HOMBRE;50 - 54;2
2016;03;ALICANTE;009;ALCOY;23;TUMOR MALIGNO DE LA TRAQUEA,BRONQUIOS Y PULMON;H;HOMBRE;55 - 59 ;2
2016;03;ALICANTE;009;ALCOY;23;TUMOR MALIGNO DE LA TRAQUEA,BRONQUIOS Y PULMON;H;HOMBRE;60 - 64;4
2016;03;ALICANTE;009;ALCOY;23;TUMOR MALIGNO DE LA TRAQUEA,BRONQUIOS Y PULMON;H;HOMBRE;65 - 69;1
2016;03;ALICANTE;009;ALCOY;23;TUMOR MALIGNO DE LA TRAQUEA,BRONQUIOS Y PULMON;H;HOMBRE;70 - 74;7
2016;03;ALICANTE;009;ALCOY;23;TUMOR MALIGNO DE LA TRAQUEA,BRONQUIOS Y PULMON;H;HOMBRE;75 - 79;3
2016;03;ALICANTE;009;ALCOY;23;TUMOR MALIGNO DE LA TRAQUEA,BRONQUIOS Y PULMON;H;HOMBRE;80 - 84;4
2016;03;ALICANTE;009;ALCOY;23;TUMOR MALIGNO DE LA TRAQUEA,BRONQUIOS Y PULMON;M;MUJER;50 - 54;2
2016;03;ALICANTE;009;ALCOY;23;TUMOR MALIGNO DE LA TRAQUEA,BRONQUIOS Y PULMON;M;MUJER;65 - 69;1
2016;03;ALICANTE;009;ALCOY;24;TUMOR MALIGNO DE LOS HUESOS;H;HOMBRE;> 84;1
2016;03;ALICANTE;009;ALCOY;25;TUMOR MALIGNO DE LA PIEL;M;MUJER;> 84;2
2016;03;ALICANTE;009;ALCOY;26;TUMOR MALIGNO DE LA MAMA FEMENINA;M;MUJER;> 84;9
2016;03;ALICANTE;009;ALCOY;26;TUMOR MALIGNO DE LA MAMA FEMENINA;M;MUJER;35 - 39;1
2016;03;ALICANTE;009;ALCOY;26;TUMOR MALIGNO DE LA MAMA FEMENINA;M;MUJER;50 - 54;1
2016;03;ALICANTE;009;ALCOY;26;TUMOR MALIGNO DE LA MAMA FEMENINA;M;MUJER;60 - 64;2
2016;03;ALICANTE;009;ALCOY;27;TUMOR MALIGNO DEL CUELLO DEL UTERO;M;MUJER;70 - 74;1
2016;03;ALICANTE;009;ALCOY;28;OTROS TUMORES MALIGNOS DEL UTERO;M;MUJER;> 84;1
2016;03;ALICANTE;009;ALCOY;29;TUMOR MALIGNO DEL OVARIO Y OTROS ANEXOS DEL UTERO;M;MUJER;> 84;3
2016;03;ALICANTE;009;ALCOY;29;TUMOR MALIGNO DEL OVARIO Y OTROS ANEXOS DEL UTERO;M;MUJER;40 - 44;1
2016;03;ALICANTE;009;ALCOY;29;TUMOR MALIGNO DEL OVARIO Y OTROS ANEXOS DEL UTERO;M;MUJER;55 - 59 ;1
2016;03;ALICANTE;009;ALCOY;29;TUMOR MALIGNO DEL OVARIO Y OTROS ANEXOS DEL UTERO;M;MUJER;75 - 79;1
2016;03;ALICANTE;009;ALCOY;30;TUMOR MALIGNO DE LA PROSTATA;H;HOMBRE;> 84;4
2016;03;ALICANTE;009;ALCOY;30;TUMOR MALIGNO DE LA PROSTATA;H;HOMBRE;65 - 69;1
2016;03;ALICANTE;009;ALCOY;30;TUMOR MALIGNO DE LA PROSTATA;H;HOMBRE;70 - 74;1
2016;03;ALICANTE;009;ALCOY;30;TUMOR MALIGNO DE LA PROSTATA;H;HOMBRE;80 - 84;4
2016;03;ALICANTE;009;ALCOY;31;TUMOR MALIGNO DE LA VEJIGA;H;HOMBRE;> 84;1
2016;03;ALICANTE;009;ALCOY;31;TUMOR MALIGNO DE LA VEJIGA;H;HOMBRE;65 - 69;4
2016;03;ALICANTE;009;ALCOY;31;TUMOR MALIGNO DE LA VEJIGA;H;HOMBRE;70 - 74;1
2016;03;ALICANTE;009;ALCOY;31;TUMOR MALIGNO DE LA VEJIGA;H;HOMBRE;75 - 79;2
2016;03;ALICANTE;009;ALCOY;31;TUMOR MALIGNO DE LA VEJIGA;H;HOMBRE;80 - 84;1
2016;03;ALICANTE;009;ALCOY;31;TUMOR MALIGNO DE LA VEJIGA;M;MUJER;> 84;1
2016;03;ALICANTE;009;ALCOY;32;TUMOR MALIGNO DEL ENCEFALO;M;MUJER;75 - 79;1
2016;03;ALICANTE;009;ALCOY;33;TUMOR MALIGNO DE OTRAS LOCALIDADES;H;HOMBRE;> 84;1
2016;03;ALICANTE;009;ALCOY;33;TUMOR MALIGNO DE OTRAS LOCALIDADES;H;HOMBRE;40 - 44;1
2016;03;ALICANTE;009;ALCOY;33;TUMOR MALIGNO DE OTRAS LOCALIDADES;H;HOMBRE;55 - 59 ;1
2016;03;ALICANTE;009;ALCOY;33;TUMOR MALIGNO DE OTRAS LOCALIDADES;H;HOMBRE;75 - 79;1
2016;03;ALICANTE;009;ALCOY;33;TUMOR MALIGNO DE OTRAS LOCALIDADES;M;MUJER;> 84;1
2016;03;ALICANTE;009;ALCOY;33;TUMOR MALIGNO DE OTRAS LOCALIDADES;M;MUJER;60 - 64;1
2016;03;ALICANTE;009;ALCOY;34;TUMOR MALIGNO DE OTRA LOCALIZACION NO ESPECIFICADA;M;MUJER;> 84;3
2016;03;ALICANTE;009;ALCOY;34;TUMOR MALIGNO DE OTRA LOCALIZACION NO ESPECIFICADA;M;MUJER;75 - 79;1
2016;03;ALICANTE;009;ALCOY;34;TUMOR MALIGNO DE OTRA LOCALIZACION NO ESPECIFICADA;M;MUJER;80 - 84;2
2016;03;ALICANTE;009;ALCOY;35;OTROS TUMORES DE TEJIDOS LINFATICOS Y DE LOS ORGANOS HEMATOPOYETICOS;H;HOMBRE;> 84;1
2016;03;ALICANTE;009;ALCOY;35;OTROS TUMORES DE TEJIDOS LINFATICOS Y DE LOS ORGANOS HEMATOPOYETICOS;H;HOMBRE;55 - 59 ;1
2016;03;ALICANTE;009;ALCOY;35;OTROS TUMORES DE TEJIDOS LINFATICOS Y DE LOS ORGANOS HEMATOPOYETICOS;H;HOMBRE;65 - 69;1
2016;03;ALICANTE;009;ALCOY;35;OTROS TUMORES DE TEJIDOS LINFATICOS Y DE LOS ORGANOS HEMATOPOYETICOS;H;HOMBRE;80 - 84;1
2016;03;ALICANTE;009;ALCOY;35;OTROS TUMORES DE TEJIDOS LINFATICOS Y DE LOS ORGANOS HEMATOPOYETICOS;M;MUJER;> 84;1
2016;03;ALICANTE;009;ALCOY;36;LEUCEMIA;H;HOMBRE;50 - 54;1
2016;03;ALICANTE;009;ALCOY;36;LEUCEMIA;H;HOMBRE;65 - 69;1
2016;03;ALICANTE;009;ALCOY;36;LEUCEMIA;H;HOMBRE;80 - 84;1
2016;03;ALICANTE;009;ALCOY;36;LEUCEMIA;M;MUJER;> 84;1
2016;03;ALICANTE;009;ALCOY;36;LEUCEMIA;M;MUJER;70 - 74;1
2016;03;ALICANTE;009;ALCOY;36;LEUCEMIA;M;MUJER;75 - 79;1
2016;03;ALICANTE;009;ALCOY;39;TUMORES DE NATURALEZA NO ESPECIFICADOS;H;HOMBRE;> 84;3
2016;03;ALICANTE;009;ALCOY;39;TUMORES DE NATURALEZA NO ESPECIFICADOS;H;HOMBRE;70 - 74;1
2016;03;ALICANTE;009;ALCOY;39;TUMORES DE NATURALEZA NO ESPECIFICADOS;H;HOMBRE;80 - 84;1
2016;03;ALICANTE;009;ALCOY;39;TUMORES DE NATURALEZA NO ESPECIFICADOS;M;MUJER;> 84;1
2016;03;ALICANTE;009;ALCOY;39;TUMORES DE NATURALEZA NO ESPECIFICADOS;M;MUJER;70 - 74;1
2016;03;ALICANTE;009;ALCOY;39;TUMORES DE NATURALEZA NO ESPECIFICADOS;M;MUJER;75 - 79;1
2016;03;ALICANTE;009;ALCOY;40;DIABETES;H;HOMBRE;> 84;2
2016;03;ALICANTE;009;ALCOY;40;DIABETES;H;HOMBRE;70 - 74;1
2016;03;ALICANTE;009;ALCOY;40;DIABETES;H;HOMBRE;75 - 79;3
2016;03;ALICANTE;009;ALCOY;40;DIABETES;H;HOMBRE;80 - 84;2
2016;03;ALICANTE;009;ALCOY;40;DIABETES;M;MUJER;> 84;5
2016;03;ALICANTE;009;ALCOY;40;DIABETES;M;MUJER;70 - 74;1
2016;03;ALICANTE;009;ALCOY;40;DIABETES;M;MUJER;75 - 79;1
2016;03;ALICANTE;009;ALCOY;40;DIABETES;M;MUJER;80 - 84;1
2016;03;ALICANTE;009;ALCOY;41;RESTO DE ENFERMEDADES DE LAS GLANDULAS ENDOCRINAS,DE LA NUTRICION Y DEL METABOLISMO, Y TRANSTORNOS DE LA INMUNIDAD;H;HOMBRE;> 84;3
2016;03;ALICANTE;009;ALCOY;41;RESTO DE ENFERMEDADES DE LAS GLANDULAS ENDOCRINAS,DE LA NUTRICION Y DEL METABOLISMO, Y TRANSTORNOS DE LA INMUNIDAD;H;HOMBRE;60 - 64;1
2016;03;ALICANTE;009;ALCOY;41;RESTO DE ENFERMEDADES DE LAS GLANDULAS ENDOCRINAS,DE LA NUTRICION Y DEL METABOLISMO, Y TRANSTORNOS DE LA INMUNIDAD;H;HOMBRE;70 - 74;1
2016;03;ALICANTE;009;ALCOY;41;RESTO DE ENFERMEDADES DE LAS GLANDULAS ENDOCRINAS,DE LA NUTRICION Y DEL METABOLISMO, Y TRANSTORNOS DE LA INMUNIDAD;M;MUJER;> 84;3
2016;03;ALICANTE;009;ALCOY;41;RESTO DE ENFERMEDADES DE LAS GLANDULAS ENDOCRINAS,DE LA NUTRICION Y DEL METABOLISMO, Y TRANSTORNOS DE LA INMUNIDAD;M;MUJER;70 - 74;2
2016;03;ALICANTE;009;ALCOY;41;RESTO DE ENFERMEDADES DE LAS GLANDULAS ENDOCRINAS,DE LA NUTRICION Y DEL METABOLISMO, Y TRANSTORNOS DE LA INMUNIDAD;M;MUJER;80 - 84;2
2016;03;ALICANTE;009;ALCOY;42;ENFERMEDADES DE LA SANGRE Y DE LOS ORGANOS HEMATOPOYETICOS;H;HOMBRE;> 84;1
2016;03;ALICANTE;009;ALCOY;42;ENFERMEDADES DE LA SANGRE Y DE LOS ORGANOS HEMATOPOYETICOS;H;HOMBRE;75 - 79;2
2016;03;ALICANTE;009;ALCOY;42;ENFERMEDADES DE LA SANGRE Y DE LOS ORGANOS HEMATOPOYETICOS;H;HOMBRE;80 - 84;1
2016;03;ALICANTE;009;ALCOY;42;ENFERMEDADES DE LA SANGRE Y DE LOS ORGANOS HEMATOPOYETICOS;M;MUJER;> 84;1
2016;03;ALICANTE;009;ALCOY;42;ENFERMEDADES DE LA SANGRE Y DE LOS ORGANOS HEMATOPOYETICOS;M;MUJER;80 - 84;1
2016;03;ALICANTE;009;ALCOY;43;PSICOSIS ORGANICA SENIL Y PRESENIL;H;HOMBRE;> 84;5
2016;03;ALICANTE;009;ALCOY;43;PSICOSIS ORGANICA SENIL Y PRESENIL;H;HOMBRE;65 - 69;1
2016;03;ALICANTE;009;ALCOY;43;PSICOSIS ORGANICA SENIL Y PRESENIL;H;HOMBRE;75 - 79;2
2016;03;ALICANTE;009;ALCOY;43;PSICOSIS ORGANICA SENIL Y PRESENIL;H;HOMBRE;80 - 84;3
2016;03;ALICANTE;009;ALCOY;43;PSICOSIS ORGANICA SENIL Y PRESENIL;M;MUJER;> 84;25
2016;03;ALICANTE;009;ALCOY;43;PSICOSIS ORGANICA SENIL Y PRESENIL;M;MUJER;60 - 64;1
2016;03;ALICANTE;009;ALCOY;43;PSICOSIS ORGANICA SENIL Y PRESENIL;M;MUJER;75 - 79;3
2016;03;ALICANTE;009;ALCOY;43;PSICOSIS ORGANICA SENIL Y PRESENIL;M;MUJER;80 - 84;6
2016;03;ALICANTE;009;ALCOY;44;OTROS TRANSTORNOS MENTALES;M;MUJER;> 84;1
2016;03;ALICANTE;009;ALCOY;44;OTROS TRANSTORNOS MENTALES;M;MUJER;60 - 64;1
2016;03;ALICANTE;009;ALCOY;46;ENFERMEDADES DEL SISTEMA NERVIOSO Y DE LOS ORGANOS DE LOS SENTIDOS;H;HOMBRE;> 84;3
2016;03;ALICANTE;009;ALCOY;46;ENFERMEDADES DEL SISTEMA NERVIOSO Y DE LOS ORGANOS DE LOS SENTIDOS;H;HOMBRE;30 - 34;1
2016;03;ALICANTE;009;ALCOY;46;ENFERMEDADES DEL SISTEMA NERVIOSO Y DE LOS ORGANOS DE LOS SENTIDOS;H;HOMBRE;65 - 69;1
2016;03;ALICANTE;009;ALCOY;46;ENFERMEDADES DEL SISTEMA NERVIOSO Y DE LOS ORGANOS DE LOS SENTIDOS;M;MUJER;> 84;3
2016;03;ALICANTE;009;ALCOY;46;ENFERMEDADES DEL SISTEMA NERVIOSO Y DE LOS ORGANOS DE LOS SENTIDOS;M;MUJER;55 - 59 ;1
2016;03;ALICANTE;009;ALCOY;46;ENFERMEDADES DEL SISTEMA NERVIOSO Y DE LOS ORGANOS DE LOS SENTIDOS;M;MUJER;65 - 69;1
2016;03;ALICANTE;009;ALCOY;46;ENFERMEDADES DEL SISTEMA NERVIOSO Y DE LOS ORGANOS DE LOS SENTIDOS;M;MUJER;70 - 74;1
2016;03;ALICANTE;009;ALCOY;46;ENFERMEDADES DEL SISTEMA NERVIOSO Y DE LOS ORGANOS DE LOS SENTIDOS;M;MUJER;75 - 79;1
2016;03;ALICANTE;009;ALCOY;47;ENFERMEDADES REUMATICAS CRONICAS DEL CORAZON;M;MUJER;> 84;1
2016;03;ALICANTE;009;ALCOY;47;ENFERMEDADES REUMATICAS CRONICAS DEL CORAZON;M;MUJER;70 - 74;1
2016;03;ALICANTE;009;ALCOY;48;ENFERMEDADES HIPERTENSIVAS;H;HOMBRE;> 84;5
2016;03;ALICANTE;009;ALCOY;48;ENFERMEDADES HIPERTENSIVAS;H;HOMBRE;70 - 74;1
2016;03;ALICANTE;009;ALCOY;48;ENFERMEDADES HIPERTENSIVAS;H;HOMBRE;75 - 79;1
2016;03;ALICANTE;009;ALCOY;48;ENFERMEDADES HIPERTENSIVAS;H;HOMBRE;80 - 84;2
2016;03;ALICANTE;009;ALCOY;48;ENFERMEDADES HIPERTENSIVAS;M;MUJER;> 84;4
2016;03;ALICANTE;009;ALCOY;48;ENFERMEDADES HIPERTENSIVAS;M;MUJER;80 - 84;2
2016;03;ALICANTE;009;ALCOY;49;ENFERMEDADES ISQUEMICAS DEL CORAZON;H;HOMBRE;> 84;14
2016;03;ALICANTE;009;ALCOY;49;ENFERMEDADES ISQUEMICAS DEL CORAZON;H;HOMBRE;55 - 59 ;1
2016;03;ALICANTE;009;ALCOY;49;ENFERMEDADES ISQUEMICAS DEL CORAZON;H;HOMBRE;60 - 64;2
2016;03;ALICANTE;009;ALCOY;49;ENFERMEDADES ISQUEMICAS DEL CORAZON;H;HOMBRE;65 - 69;2
2016;03;ALICANTE;009;ALCOY;49;ENFERMEDADES ISQUEMICAS DEL CORAZON;H;HOMBRE;70 - 74;5
2016;03;ALICANTE;009;ALCOY;49;ENFERMEDADES ISQUEMICAS DEL CORAZON;H;HOMBRE;75 - 79;7
2016;03;ALICANTE;009;ALCOY;49;ENFERMEDADES ISQUEMICAS DEL CORAZON;H;HOMBRE;80 - 84;4
2016;03;ALICANTE;009;ALCOY;49;ENFERMEDADES ISQUEMICAS DEL CORAZON;M;MUJER;> 84;5
2016;03;ALICANTE;009;ALCOY;49;ENFERMEDADES ISQUEMICAS DEL CORAZON;M;MUJER;50 - 54;2
2016;03;ALICANTE;009;ALCOY;49;ENFERMEDADES ISQUEMICAS DEL CORAZON;M;MUJER;70 - 74;2
2016;03;ALICANTE;009;ALCOY;49;ENFERMEDADES ISQUEMICAS DEL CORAZON;M;MUJER;75 - 79;3
2016;03;ALICANTE;009;ALCOY;49;ENFERMEDADES ISQUEMICAS DEL CORAZON;M;MUJER;80 - 84;3
2016;03;ALICANTE;009;ALCOY;50;OTRAS ENFERMEDADES DEL CORAZON Y DE LA CIRCULACION PULMONAR;H;HOMBRE;> 84;11
2016;03;ALICANTE;009;ALCOY;50;OTRAS ENFERMEDADES DEL CORAZON Y DE LA CIRCULACION PULMONAR;H;HOMBRE;55 - 59 ;1
2016;03;ALICANTE;009;ALCOY;50;OTRAS ENFERMEDADES DEL CORAZON Y DE LA CIRCULACION PULMONAR;H;HOMBRE;65 - 69;1
2016;03;ALICANTE;009;ALCOY;50;OTRAS ENFERMEDADES DEL CORAZON Y DE LA CIRCULACION PULMONAR;H;HOMBRE;75 - 79;5
2016;03;ALICANTE;009;ALCOY;50;OTRAS ENFERMEDADES DEL CORAZON Y DE LA CIRCULACION PULMONAR;H;HOMBRE;80 - 84;7
2016;03;ALICANTE;009;ALCOY;50;OTRAS ENFERMEDADES DEL CORAZON Y DE LA CIRCULACION PULMONAR;M;MUJER;> 84;30
2016;03;ALICANTE;009;ALCOY;50;OTRAS ENFERMEDADES DEL CORAZON Y DE LA CIRCULACION PULMONAR;M;MUJER;55 - 59 ;1
2016;03;ALICANTE;009;ALCOY;50;OTRAS ENFERMEDADES DEL CORAZON Y DE LA CIRCULACION PULMONAR;M;MUJER;65 - 69;1
2016;03;ALICANTE;009;ALCOY;50;OTRAS ENFERMEDADES DEL CORAZON Y DE LA CIRCULACION PULMONAR;M;MUJER;75 - 79;3
2016;03;ALICANTE;009;ALCOY;50;OTRAS ENFERMEDADES DEL CORAZON Y DE LA CIRCULACION PULMONAR;M;MUJER;80 - 84;7
2016;03;ALICANTE;009;ALCOY;51;ENFERMEDADES DEL CORAZON MAL DEFINIDAS;H;HOMBRE;75 - 79;2
2016;03;ALICANTE;009;ALCOY;51;ENFERMEDADES DEL CORAZON MAL DEFINIDAS;H;HOMBRE;80 - 84;1
2016;03;ALICANTE;009;ALCOY;51;ENFERMEDADES DEL CORAZON MAL DEFINIDAS;M;MUJER;70 - 74;1
2016;03;ALICANTE;009;ALCOY;51;ENFERMEDADES DEL CORAZON MAL DEFINIDAS;M;MUJER;80 - 84;1
2016;03;ALICANTE;009;ALCOY;52;ENFERMEDADES CEREBROVASCULARES;H;HOMBRE;> 84;14
2016;03;ALICANTE;009;ALCOY;52;ENFERMEDADES CEREBROVASCULARES;H;HOMBRE;45 - 49;1
2016;03;ALICANTE;009;ALCOY;52;ENFERMEDADES CEREBROVASCULARES;H;HOMBRE;50 - 54;1
2016;03;ALICANTE;009;ALCOY;52;ENFERMEDADES CEREBROVASCULARES;H;HOMBRE;60 - 64;1
2016;03;ALICANTE;009;ALCOY;52;ENFERMEDADES CEREBROVASCULARES;H;HOMBRE;75 - 79;6
2016;03;ALICANTE;009;ALCOY;52;ENFERMEDADES CEREBROVASCULARES;H;HOMBRE;80 - 84;1
2016;03;ALICANTE;009;ALCOY;52;ENFERMEDADES CEREBROVASCULARES;M;MUJER;> 84;13
2016;03;ALICANTE;009;ALCOY;52;ENFERMEDADES CEREBROVASCULARES;M;MUJER;45 - 49;1
2016;03;ALICANTE;009;ALCOY;52;ENFERMEDADES CEREBROVASCULARES;M;MUJER;65 - 69;2
2016;03;ALICANTE;009;ALCOY;52;ENFERMEDADES CEREBROVASCULARES;M;MUJER;75 - 79;4
2016;03;ALICANTE;009;ALCOY;52;ENFERMEDADES CEREBROVASCULARES;M;MUJER;80 - 84;9
2016;03;ALICANTE;009;ALCOY;53;ARTERIOESCLEROSIS;H;HOMBRE;> 84;2
2016;03;ALICANTE;009;ALCOY;53;ARTERIOESCLEROSIS;H;HOMBRE;80 - 84;1
2016;03;ALICANTE;009;ALCOY;53;ARTERIOESCLEROSIS;M;MUJER;> 84;1
2016;03;ALICANTE;009;ALCOY;53;ARTERIOESCLEROSIS;M;MUJER;80 - 84;1
2016;03;ALICANTE;009;ALCOY;54;ENFERMEDADES DE LOS VASOS SANGUINEOS;H;HOMBRE;70 - 74;1
2016;03;ALICANTE;009;ALCOY;54;ENFERMEDADES DE LOS VASOS SANGUINEOS;H;HOMBRE;80 - 84;1
2016;03;ALICANTE;009;ALCOY;54;ENFERMEDADES DE LOS VASOS SANGUINEOS;M;MUJER;> 84;1
2016;03;ALICANTE;009;ALCOY;55;INFECCIONES RESPIRATORIAS AGUDAS (INCLUIDAS LA INFLUENZA);M;MUJER;> 84;1
2016;03;ALICANTE;009;ALCOY;56;PNEUMONIA;H;HOMBRE;> 84;2
2016;03;ALICANTE;009;ALCOY;56;PNEUMONIA;H;HOMBRE;80 - 84;1
2016;03;ALICANTE;009;ALCOY;56;PNEUMONIA;M;MUJER;> 84;5
2016;03;ALICANTE;009;ALCOY;56;PNEUMONIA;M;MUJER;70 - 74;2
2016;03;ALICANTE;009;ALCOY;56;PNEUMONIA;M;MUJER;75 - 79;1
2016;03;ALICANTE;009;ALCOY;56;PNEUMONIA;M;MUJER;80 - 84;3
2016;03;ALICANTE;009;ALCOY;57;ASMA;M;MUJER;> 84;1
2016;03;ALICANTE;009;ALCOY;58;BRONQUITIS,ENFISEMA Y OTRAS ENFERMEDADES PULMONARES OBSTRUCTIVAS CRONICAS;H;HOMBRE;> 84;4
2016;03;ALICANTE;009;ALCOY;58;BRONQUITIS,ENFISEMA Y OTRAS ENFERMEDADES PULMONARES OBSTRUCTIVAS CRONICAS;H;HOMBRE;55 - 59 ;1
2016;03;ALICANTE;009;ALCOY;58;BRONQUITIS,ENFISEMA Y OTRAS ENFERMEDADES PULMONARES OBSTRUCTIVAS CRONICAS;H;HOMBRE;60 - 64;1
